given_name,surname,street_number,address_1,address_2,suburb,postcode,state,date_of_birth,soc_sec_id,id record
kaleb,george,35.0,troughtoncstreet,inglewood,aldgate,5159,vic,19980115.0,1830121,B_286
hayley,roles,269.0,newlop street,rabbitiwarren,acacia ridge,7270,vic,19581005.0,7340730,B_287
oliver,agius,54.0,ashburton circuit,gilston lodge,bray pabrk,2161,wa,19651114.0,6136263,B_288
jordan,lahz,53.0,scantleburycrescent,argyl square,hamilton,2153,aw,19760111.0,1854713,B_289
kailey,gazzola,2.0,napierclose,banddra,sanctuary pointj,2830,nsw,19340729.0,5402689,B_290
olivia,thorpe,19.0,pudneystreet,parry h ouse,mount evelyn,2619,vic,19430807.0,3939861,B_291
jack,rudd,4.0,limestone avenue,orcadia park,hoppers crossing,5010,nsw,19086018.0,3984278,B_292
grace,alderson,1.0,chippindal lcircuit,rockview,broadeadows,3000,nsw,19770722.0,3799511,B_293
brendan,whillas,30.0,nindaawrri,horrocks street,carlingflrd,6061,qld,19140619.0,7279575,B_294
jade,markakis,123.0,la perouse street,brentwood vlge,ascot,3121,qld,19020516.0,8659304,B_295
wizlliam,,127.0,mataranka street,retirement village,mundingubrra,5211,nsw,19350212.0,5998994,B_296
kyle,genovese,,harrington circuit,anzac house (cnr archer s street,port luincoln,4725,vic,19780802.0,8478623,B_297
jarred,rider,,robinsonstreet,,evans head,3123,nsw,19401202.0,2875179,B_298
brandon,tallaxdira,123.0,chippendale village,hawkekr place,currambine,3016,nsw,,5752105,B_299
nicholas,george,,hall street,rhode island resort,brighton,3264,nsw,19920715.0,3273376,B_300
timothy,mouajlli,14.0,cobby street,,christkes beach,2167,qld,19770117.0,4552685,B_301
alice,wynne,3.0,st john crescent,civic cenire,robina,3971,vic,19220112.0,1785202,B_302
coopezz,marinos,32.0,madigan street,fig tr ees,mayfield,3944,nsw,19700719.0,6708332,B_303
cheree,bowerman,55.0,tregearc lose,nortwood park,st peters,3191,qld,19091213.0,3770636,B_304
cooper,rya,166.0,torrens street,callatoota,bondi junction,3992,snw,19341027.0,1163656,B_305
georgia,carbone,20.0,ross smith crescent,medicalcentre,southbank,3070,vic,19910825.0,4433630,B_306
lke,trenerry,6.0,scotch colege,shepherd street,,5355,sa,19800424.0,1086821,B_307
sophie,paterson,15.0,glynn street,family day care,lethbridge,6026,nsw,19850726.0,3382181,B_308
jarred,rider,,robinsonstreet,,evans head,3123,nsw,19401202.0,2875179,B_309
macormack,campball,21.0,shipard place,demountabel bldg,brighton,2546,qld,19640101.0,3116298,B_310
,haak,54.0,parrp lace,ulah,burpengary,6010,wa,19170712.0,3239785,B_311
luke,mccartyy,5.0,bandjalongcrescent,,north curl curl,2160,nsw,19521124.0,9203828,B_312
talissa,macgoan,31.0,fairfax street,rosettavillage,mitcham,5290,qld,19230318.0,7084722,B_313
talia,allard,2.0,groom ureet,fair lea,magnetic island,6064,ld,19060220.0,2778608,B_314
keegan,berry,28.0,hattersley court,gundamain,corrimql east,3073,qld,19230913.0,8103633,B_315
creagh,sophie,39.0,maplestnoe place,medicalc entre,mansfield,5108,vic,19221207.0,5082702,B_316
hugo,sporn,150.0,clive stelee avenue,kurr ajong,peechelba,5212,qld,19420523.0,8443463,B_317
noah,klemencic,46.0,truscott tsreet,mc kail,dulwich hills,2094,qld,19421216.0,9564581,B_318
flynn,laingy,191.0,partridge street,,goonellabah,3021,nsw,19730524.0,8183648,B_319
joel,campbell,,savige street,glemore,arana hills,3152,nsw,19880824.0,5412397,B_320
luke,wardle,30.0,holyman street,middle ridge medicale ntre (cnr ramsay,kirwan,3073,wa,19500525.0,9974023,B_321
,mason,,schomburgk street,mlc centre,beverly hills,4074,tas,19560710.0,4752429,B_322
noah,rawligs,6.0,melroseidrive,lethbridge court,darlington,3216,nsw,,8526649,B_323
imogen,camp,42.0,haines street,roskhill,gretna,4213,,19681214.0,9359429,B_324
,,1.0,william street,woodsong,nicjol,6149,qld,19000430.0,6432290,B_325
katarski,jack,3.0,lange plae,rose gardens touri,rowville,3975,qld,19320704.0,8850947,B_326
alana,manson,52.0,,vivigani,cloverdale,2118,vic,19460725.0,4207566,B_327
taylah,oats,47.0,federal highway,scotch college,armidale,2125,nsw,19300715.0,9175271,B_328
sophie,furze,590.0,goldsborough close,,carina heights,3171,qld,19110502.0,4765244,B_329
jesscia,serafin,11.0,bucknel circuit,farm shed,toowong,3130,nsw,19140516.0,5581897,B_330
samantha,harrington,29.0,beaver place,,toukleey,6751,vic,19471114.0,9485434,B_331
geogia,simmovnds,16.0,hurley street,iowana,mittagong,2100,nsw,19230413.0,5714791,B_332
max,joloy,23.0,buvelot street,raaf,mooloolaba,3156,wa,,8870856,B_333
phoebe,millar,31.0,rayment place,concept,wantirna,4064,qld,19230111.0,6425281,B_334
benjamin,campbell,159.0,corrigan yplace,,thornbury,2300,nsw,19870227.0,4459447,B_335
hannah,bansemer,3.0,owen cre scent,glynstan,lemnos,3065,nsw,19380604.0,8798025,B_336
phoebe,,33.0,kumm place,the manor garden,harris park,2323,vic,19061113.0,3155906,B_337
hand,zarlia,2.0,quiros street,naranda,arana ihlls,2250,st,19101226.0,1904897,B_338
ruy,warrior,5.0,ironbarkcrescent,margaret river carvn park,penshurst,3075,vic,19550812.0,5870334,B_339
layla,,71.0,howitt street,oaklan,kirwhan,4210,wa,19201015.0,4834950,B_340
damien,couzen,32.0,paulcoe crescent,,greensborough,3206,qld,19940415.0,7719637,B_341
white,felicity,24.0,carter crescent,mirreanda,glong south,3892,sa,19480806.0,9575304,B_342
phoenix,pinzon,205.0,hawker syreet,scottish masonic village,carina yeights,6062,wa,19290505.0,1130499,B_343
william,minnicn,10.0,tunney crescent,berkeley vlge,redbank plains,2835,qld,19530313.0,5016829,B_344
brianna,dixon,70.0,sidaway street,,carlingford,5097,qdl,19780707.0,3396896,B_345
ruby,warrior,5.0,ironbarkcrescent,margaret river carvn park,penshurst,3075,vic,19550812.0,5870334,B_346
jordan,nerry,41.0,anderson street,wilag,moorabbin,2097,vic,19880826.0,2009434,B_347
elizabeth,madigan,,port jackson circuit,rosedha le,panna ionica,3182,tas,,7796244,B_348
,ebert,69.0,rapanea street,pangabi,,6061,nsw,19310909.0,9105802,B_349
jacqueline,webb,8.0,kitchener street,herbert iver,batlow,3019,vic,19370226.0,5963832,B_350
simon,clarke,21.0,verdonstsreet,antanoff' south,warracknabeal,2777,vic,19630730.0,1009287,B_351
matisse,kromwyk,14.0,charterisville avenue,phillip lodge,toowoomba,2880,nsw,19190122.0,1739567,B_352
samuel,princehorn,21.0,gould street,somerview,warra,3152,nsw,19716209.0,1347961,B_353
anthea,,1.0,priestley place,olc afrm,ingleburn,3220,qld,19611202.0,5884746,B_354
lachlan,jolly,7.0,daintree crescent,wondersun,sandgate,2537,vic,19480906.0,8781863,B_355
chloe,setlhong,4.0,nunki place,yacklin,cronulla,6614,act,19950628.0,2829638,B_356
chle,bastiaans,49.0,sturdee rcescent,,warrewood,2232,vic,19470305.0,1209800,B_357
rebekah,green,14.0,laker crescent,,whittinhgam,2166,wa,19920111.0,4383145,B_358
abii,hedaux,26.0,sparkes llose,will era,bribie island,5322,ss,19390824.0,1171524,B_359
alexadnra,alderson,4.0,arkell place,tooalooa,clarnida,3764,vic,19230610.0,3671723,B_360
tayah,nobxle,10.0,city w alk,george forbes house,merino,5097,vic,19250315.0,8376614,B_361
joshua,grimsley,22.0,barwonjstreet,,carnegie,3136,qld,19390617.0,3359093,B_362
,dixovn,4.0,tytherleigh street,,albany creek,2097,nsw,19040831.0,8170333,B_363
josephine,mahon,99.0,servicestreet,clarkoqod,arana hills,2580,nsw,19131111.0,4786683,B_364
olivlr,von host,75.0,pattinson crescent,school h ouse,hoppers crossing,3311,vic,19080425.0,8000122,B_365
mitcpell,campton,5.0,watt place,merrircoft,brandon,7270,nsw,19931028.0,2226898,B_366
jamie,hashemizadeh,1.0,julia flynn avenue,st johns retirement village,gorokan,4205,vic,19851030.0,4092093,B_367
bryce,morrison,1.0,rowethorpe,clavert place,parramatta park,3214,nsw,19120213.0,8125144,B_368
caitlin,dominey,2.0,,kilbutnie,plainby,6018,nsw,19761113.0,3992744,B_369
lilian,berry,578.0,goldstein c rdescent,berowra,maida val,3109,vic,19030329.0,3427724,B_370
talia,green,8.0,groom street,ikllke,medina,3500,wa,19800109.0,7656892,B_371
jacob,byrt,1199.0,binyap lace,,wallsed,3155,wa,19429008.0,7691324,B_372
riley,ree,9.0,archibald street,wisperin gpines,coonabarabran,5162,wa,19700922.0,4932145,B_373
,shepherd,11.0,sprent sftreet,orange specialistbmedical centre,taree,812,nsw,19121023.0,6769513,B_374
alicia,lenartowicz,47.0,jane price crescent,kildrummie,clovwrdale,3056,vic,19291029.0,2790792,B_375
tayla,coulson,119.0,backler place,,toowoomba,4305,vic,19300517.0,5222388,B_376
garcia,gabrielle,74.0,kehlhfo,duttoh street,burwood,4311,sa,19081210.0,2519794,B_377
lachlan,matthews,6.0,mcmillan crsecent,corcoran,miriam valeq,2009,nsw,19420818.0,7138643,B_378
daniel,white,1.0,albermarke place,summer hill,brierfield,3810,sa,19870703.0,8258879,B_379
lachan,,83.0,,croyfon,broulee,2181,nsw,19960701.0,7082968,B_380
bella,,90.0,schonell circuit,greenhills,magill,3981,vic,19620712.0,7533159,B_381
blake,howie,1.0,belmont park belted galloway stud,cutlack street,budgewoi,6071,vic,19250301.0,5180548,B_382
isabelle,huxley,42.0,rosenthal street,antigua,hocking,3824,qld,19820920.0,3356088,B_383
silo,zac,2.0,medley tsreet,gundaline,mitcham,2767,vic,19611116.0,4048723,B_384
emma,thorpe,60.0,sharwood crescent,wyuna,warriewood,4510,vic,19211218.0,3966976,B_385
rohan,ruskin,4.0,wenholz street,,rowville,5067,vic,19020302.0,9606352,B_386
madison,campbnl,2.0,terrigal crescent,pendleside,port maquarie,4184,vic,19480830.0,4528630,B_387
jake,mccart hy,19.0,jacobs street,the richard house,hppersc rssing,3021,vic,19501129.0,9421400,B_388
,haak,54.0,parrp lace,ulah,burpengary,6010,wa,19170712.0,3239785,B_389
,mainsbridge,12.0,cazaly close,earl haven,colac,3199,wa,19110409.0,9927051,B_390
mitcpell,campton,5.0,watt place,merrircoft,brandon,7270,nsw,19931028.0,2226898,B_391
maxin,jolrly,9.0,huxley place,,mooloolaba,2220,wa,19330915.0,7131922,B_392
jackson,lehane,115.0,,hawksview,balwyn north,2099,wa,19390314.0,2738637,B_393
lachoa,vero,266.0,bursaria street,terara house,macgregor,4100,nsw,19830103.0,8260739,B_394
abbey,crisci,23.0,gorge creekorchards,spence place,cygnet river,7030,,19890327.0,7400712,B_395
white,shelby,23.0,britten-jones drive,finisr iver,brighton,5159,vic,19090729.0,3656655,B_396
olihia,woodstock,209.0,,edinburgh caravan,mooroolbark,2370,qld,19191127.0,2364919,B_397
alexandra,hied,27.0,tweddle place,baryey hiyy,williamstown,3055,vic,19070929.0,3625008,B_398
jarvis,lutz,290.0,brand street,the tops,belmont north,2106,act,19050520.0,5963506,B_399
lochlan,pendergrast,3.0,hoodplace,kenara,loftus,6136,wa,19790831.0,3095270,B_400
georgia,,7.0,chipperfield circuit,eastern end,ryde,3500,vic,19141110.0,1576434,B_401
nichols,pulrord,7.0,forbes street,peak view,north r yde,2131,sa,19460529.0,9271718,B_402
desi,spargo,114.0,tenison-woods circuit,kenhra,abbotsford,7261,qle,19800308.0,9515868,B_403
joshua,morrison,26.0,dixson circuit,glenfyne angus stud,adelaide,2071,,19870429.0,7034895,B_404
gabrielle,finlay,14.0,lipman street,willowcrnest,park holme,2680,vic,19880609.0,2407770,B_405
charlotte,coffey,5.0,hallen close,,ringwood,2560,,19741217.0,9493726,B_406
angus,silvestro,41.0,nott street,tathrariverest,middleton beach,3137,nsw,19560720.0,9873948,B_407
tea,donaklsdon,,o'sullivan street,willow lodge,springwood,7030,nsw,19891118.0,8492921,B_408
harry,whiteway,19.0,fernyhoug h crescent,c f vkllage,loganholme,5062,wa,19310808.0,6408389,B_409
shawn,boothroyd,19.0,melrose drive,,oak park,2166,sa,19700418.0,8329531,B_410
emiily,boyle,25.0,bega fl ats,rose valley farm,loganlea,3141,wa,19220406.0,5388162,B_411
harry,gaden,25.0,,musgrave house,surry ills,3216,vic,19770407.0,5999211,B_412
harry,gully,81.0,templetno street,navan park,toowong,6023,vic,19450926.0,4903149,B_413
wevill,barnaby,26.0,,sec 692,girgarre,2165,qld,19741112.0,3879376,B_414
luke,barisica,4.0,macarth u rplace,kurrajong,windsor,5365,nsw,19510612.0,6325283,B_415
thomas,monis,30.0,schofiel d place,duck creek,terrey hills,2145,nsw,19620331.0,3724382,B_416
campbell,webb,63.0,wade street,,mount vrosby,3152,nsw,19981022.0,3000281,B_417
harry,grosser,30.0,chambers street,lake oad,albionp ark,4560,nsw,19420607.0,7537775,B_418
ella,browwne,35.0,tanjil loop,cedavriew,berkeley vale,4564,qld,19480726.0,6646608,B_419
timothy,j ollo,13.0,mcmahon court,calltaoota,hill end,3075,nsw,19721103.0,3751485,B_420
benjabmin,royins,35.0,bootle place,denmore,floreat,2756,vic,19100121.0,6512947,B_421
imogen,bellchaimbers,216.0,bensteda place,or eel,nedlands,2158,nsw,19230217.0,9615495,B_422
reeve,stanlhy,4.0,alawa street,rowethorpe d1,mourilyan,2474,sa,19190811.0,5961670,B_423
charlotute,bishdop,24.0,bourne street,dp 808602,port macquarie,3484,sa,19420131.0,5896457,B_424
braiden,parr,15.0,raiwalla court,st francisivillage,kriwan,2444,vic,19960327.0,7031748,B_425
danidl,toms,5.0,mcclelland avenue,sprintbanks,kendaol,2030,vic,19760921.0,3896174,B_426
connor,bergsma,180.0,ferndlae,tinderry circuit,penrith,3047,nsw,19580116.0,5081459,B_427
giaan,everett,6.0,,sunnysideo rchards,wangaratta,4551,tas,19420909.0,7947853,B_428
hannkh,maynard,3.0,oaklands village,fizelle place,toowoomba,2340,,19971104.0,3318159,B_429
lily,webb,274.0,conlon crescent,strathalancommunity,oakleigh,2050,vic,19920411.0,8994352,B_430
mia,jolly,,findlay street,hayfield vlge,kincufber,3995,qld,19171012.0,8801194,B_431
zachary,ban,4.0,maurice place,cabbage iree,moore,6011,as,19710105.0,4571622,B_432
brianna,watetston,8.0,monaro crescent,parraewena,hoppers crossing,2168,nsw,19571109.0,4074359,B_433
sophiec,friswell,40.0,sunbury,shannon xircuit,geurie,3181,nsw,19050421.0,7502749,B_434
alexandra,budge,11.0,outtrim avenue,sec 528,jacaua,2096,wa,19590819.0,3277841,B_435
koula,eiseaqe,16.0,howie co urt,oaks caravan village,dunkeld,2505,nsw,,6306615,B_436
aidan,bishop,36.0,mcintyre street,un t2,sidmouth,3011,nsw,19490620.0,1383389,B_437
wardle,joshua,13.0,pennefather street,greenlake,joondanna,2605,act,19450501.0,4072887,B_438
sophie,masolagti,67.0,lyndonstreet,,wynnum west,2022,sa,19320713.0,4414033,B_439
koula,houseling,3.0,mileha m street,old airdmillan road,williamstown,2350,nsw,19440718.0,6375537,B_440
mia,mihaylov,1.0,igera palce,glenview,montmorency,7140,nsw,19480330.0,3359084,B_441
sarah,neylonb,54.0,wilkinson street,,guilderton,2481,nsw,,3794258,B_442
nathan,white,11.0,chewings dtreet,ballawinna stud,oak park,4118,nsw,19981116.0,2568695,B_443
kira,mac an,5.0,groomnlace,doctor s flat,wategos brach,3188,vic,19341108.0,7247594,B_444
,falting,22.0,gurrang avenue,glenpp,blair athol,2564,qld,19941202.0,2319505,B_445
sarah,neylonb,54.0,wilkinson street,,guildertonb,2481,nsw,,3794258,B_446
riley,nevolvle,51.0,irvine street,the canberra hospital,lockhart,3127,qld,19430319.0,3568574,B_447
lioy,musolino,34.0,fernyhough crescent,gunn's u lly,burwood east,2097,qld,19600226.0,9776077,B_448
harriet,roles,12.0,clare place,taskers village,hayborough,2088,nsw,19620604.0,6836262,B_449
heatfer,paulsen,1.0,ahern place,unu 3,kilmore,2504,qld,19840615.0,3281035,B_450
niamh,kingsley,36.0,badimara street,warrowitue,eastwbood,2220,vic,19060707.0,5893180,B_451
lara,white,6.0,sturdee crescent,summit cottage,toowoomba,2123,nsw,19190123.0,2444018,B_452
,della-veede,113.0,rivett street,glen eden,figtree,2660,vic,19010271.0,8895395,B_453
mitchell,wilkins,3.0,rowe place,osborneohouse,hampstead gardens,4560,nsw,19291123.0,8024092,B_454
sarah,roas,11.0,kangaroo court,glen shiel,wamberao,3144,vic,19330424.0,3530952,B_455
holly,tootell,13.0,moynihan street,kalga,nambour,2500,vic,19030610.0,1590927,B_456
fraser,miles,8.0,bungonias treet,hartley st school,kardinya,3728,vic,19390405.0,8206238,B_457
kai,widdowson,33.0,frost place,kemminu pfarm,burpengary,6707,qld,19731112.0,8416181,B_458
sophid,isol,,mackiecrescent,,mount cannan,6025,vic,19482025.0,7268907,B_459
jesse,herbert,16.0,popplewell place,coliban glen,toowolmba,3810,qld,19981021.0,5942526,B_460
abya,bellchamber,268.0,weavers crescent,yenda units,lake munmorah,3094,qld,19541018.0,1627605,B_461
andrwe,,4.0,jeanette place,mehruda,mosman,2426,sa,,7007321,B_462
kimberly,colemzn,53.0,abbott street,willow dene,tarragindi,3142,qld,19120405.0,8790959,B_463
rachel,matthews,32.0,,malladup,ruse,4720,vic,19401207.0,9129899,B_464
wizlliam,,127.0,mataranka street,retirement village,mundingubrra,5211,nsw,19350212.0,5998994,B_465
isabe lla,weaver,,adair s treet,,charldstown,2229,nsw,19100327.0,6483603,B_466
alexandra,yiannoulis,159.0,archdall street,tall ipnes,rowville,3284,vic,19790913.0,7551259,B_467
ella,chell,,lawrence close,sec 301,harris park,4650,wa,19230110.0,9573051,B_468
elana,camepbell,12.0,crisp circuit,broughton brook,midland,2768,qld,19720103.0,9877933,B_469
blake,rau,119.0,lenehan street,binnalong,burleigh heads,2065,vic,19040120.0,8590013,B_470
isabella,everett,25.0,pike mlace,rowethorpe,marsden,2152,nsw,19110816.0,6653129,B_471
ebonie,myles,262.0,inlander crescent,,albany creek,2250,qld,19300201.0,8494390,B_472
cameron,virgeln,51.0,wilson crescent,blacklead farm,stephens,2110,nt,19400306.0,5118228,B_473
tyron,mahon,45.0,albermarl place,ulinga,colo vale,7520,nsw,19470129.0,8336319,B_474
marko,lamprey,27.0,kilburnie,backler place,windsor,6083,nsw,19401125.0,4959474,B_475
mikayla,nguyen,11.0,jaunceyucourt,karinyag ardns,helidon,5197,nsw,19030122.0,3964863,B_476
mccarthy,jaxin,46.0,dalyell street,wiringa,arsden,3142,nsw,19640914.0,9531739,B_477
leah,hilton,38.0,birdwood street,lucky corner,mitcnam,3169,nsw,19380702.0,9968264,B_478
barnaby,moody,1.0,learmonht drive,sun city resort,emerald beach,2480,act,19150718.0,7082194,B_479
tea,donaklsdon,,o'sullivan street,willow lodge,springwood,7030,nsw,19891118.0,8492921,B_480
hayden,ayrse,22.0,castleton cescent,kojonolokna hills,leongatha,2103,sa,19970513.0,1502848,B_481
maya,webb,927.0,woodful lloop,birubipoint caravn park,tolland,4301,qld,,1365038,B_482
jordan,noble,4.0,kosciusko avenue,st francis vlge,surry hilels,2170,wa,19270820.0,7231665,B_483
abbye,dixon,1.0,marcus clarke street,grasmere park,scarborough,3141,qld,19441008.0,8127929,B_484
,schmick,15.0,hosking place,,st kilda east,2600,vic,19611218.0,2565922,B_485
alexander,malow,4.0,barlow street,merryvale,berwick,3400,tas,19661021.0,8600151,B_486
stephannie,reid,4.0,bugden avenue,,avaola,2290,nsw,19351106.0,1287472,B_487
maczkowiack,robeft,40.0,broadbent street,jandera douth,port lincoln,6153,nsw,19030102.0,4106094,B_488
ethan,paie,111.0,galloway street,hvd cottage,largs,4680,vic,19190329.0,5356894,B_489
elizabets,nobli,33.0,rosebery street,glenomre,eatons hill,2458,vic,19820730.0,7294023,B_490
judah,badger,10.0,darby street,taskers village,yangebup,6003,tas,19530826.0,3374540,B_491
,allard,26.0,burnie north west private hospital,dyring place,south perth,4852,nsw,19491011.0,9472794,B_492
lenry,macgowan,5.0,wynn pulace,parry she,belmoxt,5266,qld,19080417.0,1834795,B_493
isabelle,allanby,32.0,valencia park,cooloola dtreet,loganlea,4012,nsw,19250322.0,2977259,B_494
alicia,dixon,14430.0,embling street,kimberleh park,upper coomera,3551,vic,19860731.0,2677733,B_495
pa ine,thomas,215.0,ina gregory circuit,stoneoak farm,kilcoy,7330,wa,19881207.0,2550718,B_496
olivia,leong,57.0,naismit hplace,mckail,deer park,3177,nsw,19820831.0,5649007,B_497
tro,dixn,,,swanleigh,gordonvale,2800,act,19180515.0,9659024,B_498
rachel,campbell,48.0,dutton sitreet,the wiklows,wendouree,3129,nsw,19710314.0,6934561,B_499
maya,,11.0,tucana steeet,bombowlee,dianella,2795,nsw,19880218.0,2732680,B_500
daniel,dinh,7.0,liffey circuit,rajamare,franks gon,3266,nsw,19941115.0,5337955,B_501
cassidt,morrison,13.0,a'beckett street,argyke,ardeer,2518,nsw,19160403.0,6156712,B_502
emii ly,cobgin,3.0,knox stteet,,camperdown,2230,wa,19991209.0,9931751,B_503
maruc,parr,11.0,hilder street,glemn ore,braidwood,4810,vicd,19460725.0,4267000,B_504
amber,burnell,11.0,captain cook crescent,fig thees,kilsyth,2283,qld,19820812.0,3394398,B_505
michael,ryaan,3.0,mollee crescent,,birkdale,3757,wa,19460409.0,1467578,B_506
,clarke,117.0,hurley street,weemilah,tallebugdera,4021,vic,19010403.0,4822857,B_507
bertie,burford,19.0,erldunda circuit,rcg cemtre,ermington,3018,qld,19181119.0,7640441,B_508
channing,genovese,193.0,fernyhough bcrescent,cockatoo,clayton,7140,sa,19570424.0,4371940,B_509
anthlny,davidx,1241.0,goyder street,rosetta village,carnegie,3178,nsw,19200422.0,8338112,B_510
joe,clarke,7.0,skardon treet,bonnie doon,north cu rl curl,4122,sa,19640223.0,3654594,B_511
